187633,1.396355353075171
232723,1.2763157894736843
314245,1.2289803220035778
417812,1.3264462809917354
257325,1.586489252814739
342505,1.1595092024539877
323362,1.2272727272727273
362968,1.2836676217765044
197277,1.5
112821,1.2352941176470589
463516,1.1388888888888888
262142,1.35
108646,1.1875
213064,1.1310043668122272
257910,1.263157894736842
204234,1.1379310344827587
136470,1.0
237859,1.1290322580645162
127217,1.2413793103448276
307238,1.3859649122807018
287961,1.2075471698113207
253976,1.367816091954023
253986,1.3768115942028984
139345,1.2727272727272727
202609,1.0884955752212389
388252,1.2376237623762376
157291,1.2363636363636363
308204,1.105263157894737
167080,1.2272727272727273
352723,1.3440860215053763
177873,1.0434782608695652
234352,1.1666666666666667
308089,1.0434782608695652
292368,1.0408163265306123
243059,1.3777777777777778
192170,1.0
392965,1.287313432835821
208395,1.2252747252747254
403369,1.816793893129771
122751,1.3581661891117478
182114,1.1526315789473685
252736,1.5203252032520325
298178,1.316326530612245
137226,1.122715404699739
142676,1.3
141967,1.0833333333333333
292380,1.28125
273286,1.2777777777777777
298171,1.3220338983050848
362557,1.3333333333333333
177608,1.1542857142857144
443195,1.3271028037383177
412944,1.2906976744186047
313794,1.3431372549019607
298158,1.2945205479452055
322575,1.0
272224,1.1304347826086956
208637,1.3529411764705883
147175,1.0
458538,1.2307692307692308
177548,1.3636363636363635
124093,1.330827067669173
342670,1.1794871794871795
313182,1.1578947368421053
273193,1.1428571428571428
219298,1.5
413238,1.3407407407407408
318700,1.1818181818181819
254293,1.1666666666666667
115909,1.0666666666666667
228469,1.4615384615384615
198144,1.2272727272727273
118956,1.0
243033,1.1025641025641026
183169,1.0689655172413792
60234,1.3636363636363635
249013,1.1952191235059761
282420,1.1
288347,1.0714285714285714
377975,1.425531914893617
272442,1.162162162162162
157239,1.25
254430,1.9
172218,1.471698113207547
228321,1.449438202247191
223080,1.3537414965986394
408154,1.2
273882,1.1935483870967742
323348,1.3529411764705883
317371,1.290909090909091
107544,1.1851851851851851
248892,1.16
303043,1.263157894736842
297232,1.0925925925925926
219048,1.2054054054054053
458553,1.3584905660377358
234374,1.875
199577,1.3448275862068966
243127,1.3333333333333333
238912,1.0
273901,1.5833333333333333
197963,1.4508196721311475
133792,1.3529411764705883
224534,1.2857142857142858
111409,1.2
252543,1.4
297408,1.103448275862069
147310,1.2093023255813953
423365,1.1951219512195121
458217,1.0714285714285714
203275,1.25
116490,1.1428571428571428
273896,1.6666666666666667
373449,1.2727272727272727
249023,1.0232558139534884
264227,1.6666666666666667
223245,1.2045454545454546
222716,1.4405940594059405
50959,1.2105263157894737
96309,1.46875
129302,1.263157894736842
222561,1.1818181818181819
408359,1.1111111111111112
362554,1.2142857142857142
249384,1.2678571428571428
238670,1.4210526315789473
172834,1.2857142857142858
217541,1.0
239470,1.1904761904761905
213764,1.4666666666666666
323932,1.0
318369,1.3793103448275863
223241,1.119047619047619
217146,1.0625
408295,1.394736842105263
292930,1.28
243560,1.25
293701,1.0
403742,1.4705882352941178
137792,1.4615384615384615
204511,1.0
234177,1.2857142857142858
463049,1.75
373566,1.603448275862069
194392,1.5
233986,1.15
307475,1.1428571428571428
317278,1.1666666666666667
228573,1.21875
382583,1.2142857142857142
268032,1.48
248724,1.1304347826086956
